@relation 'SeeClickFix-weka.filters.unsupervised.attribute.Reorder-R10,9,11,2,3,4,5,8,6,7-weka.filters.unsupervised.attribute.Remove-R6,7-weka.filters.unsupervised.attribute.Add-NdaysUntilLastIssue-Cfirst-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Add-TNOM-Ncity-LOakland,Chicago,NH,Richmond-C6-weka.filters.unsupervised.attribute.Add-NdistanceFromCenter-C7-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3,7,8,10,11,12,13,14,15,16,17,18,19,20,22,24,26,27,28,29,31,32,34,35,36,37,38,39,42,43,45,46,47,48,49,52-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement'

@attribute daysUntilLastIssue numeric
@attribute source=city_initiated numeric
@attribute source=android numeric
@attribute source=remote_api_created numeric
@attribute source=new_map_widget numeric
@attribute source=iphone numeric
@attribute tag_type=tree numeric
@attribute tag_type=street_light numeric
@attribute tag_type=graffiti numeric
@attribute tag_type=pothole numeric
@attribute tag_type=signs numeric
@attribute tag_type=overgrowth numeric
@attribute tag_type=traffic numeric
@attribute tag_type=trash numeric
@attribute tag_type=blighted_property numeric
@attribute tag_type=sidewalk numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute city=Oakland numeric
@attribute city=Chicago numeric
@attribute city=NH numeric
@attribute city=Richmond numeric
@attribute distanceFromCenter numeric
@attribute num_views numeric
@attribute num_votes numeric
@attribute num_comments numeric

@data
286,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.91368,-87.726451,0,1,0,0,0.28823,0,1,0
395,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.529365,-77.50425,0,0,0,1,0.225734,14,2,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.971285,-87.696337,0,1,0,0,0.372751,1,1,0
283,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.836931,-87.719467,0,1,0,0,0.301352,0,1,0
482,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.501238,-77.436916,0,0,0,1,0.203073,16,3,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.80114,-87.681786,0,1,0,0,0.337392,0,1,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.728344,-87.610738,0,1,0,0,0.578015,0,1,0
510,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.512987,-77.443016,0,0,0,1,0.161115,36,3,0
293,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.673538,-87.627336,0,1,0,0,0.778711,0,1,0
311,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.968822,-87.674174,0,1,0,0,0.338382,1,1,0
325,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.930158,-87.71225,0,1,0,0,0.284796,1,1,0
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.903129,-87.75827,0,1,0,0,0.360956,0,1,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.823552,-87.638617,0,1,0,0,0.223885,1,1,0
335,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.72101,-87.67726,0,1,0,0,0.616644,0,1,0
280,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.564481,-77.431957,0,0,0,1,0.032799,6,2,0
324,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.698994,-87.60653,0,1,0,0,0.687413,50,1,0
430,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,37.802097,-122.266651,1,0,0,0,0.071888,20,2,0
514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.554783,-77.452765,0,0,0,1,0.051868,37,3,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.924962,-87.700704,0,1,0,0,0.247826,1,1,0
488,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.579964,-77.449924,0,0,0,1,0.098791,17,4,0
334,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.55937,-77.476322,0,0,0,1,0.121525,1,2,0
403,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.550606,-77.44056,0,0,0,1,0.025512,4,2,0
314,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,41.313892,-72.900489,0,0,1,0,0.076651,3,2,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.798716,-87.703705,0,1,0,0,0.374633,0,1,0
331,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.738183,-87.556304,0,1,0,0,0.576327,0,1,0
616,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37.572111,-77.518525,0,0,0,1,0.252036,36,2,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.840806,-87.659697,0,1,0,0,0.178494,0,1,0
325,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.979697,-87.656524,0,1,0,0,0.363485,6,1,0
306,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.87842,-87.680278,0,1,0,0,0.139815,0,1,0
316,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.808313,-87.719901,0,1,0,0,0.37336,0,1,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.775287,-87.684755,0,1,0,0,0.428978,1,1,0
418,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.567469,-77.426507,0,0,0,1,0.049535,19,2,0
286,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.888297,-87.624511,0,1,0,0,0.023194,1,1,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.804254,-87.672146,0,1,0,0,0.316258,0,1,0
516,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.815617,-122.242637,1,0,0,0,0.085771,18,3,1
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.684414,-87.536465,0,1,0,0,0.782396,0,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.796608,-87.675594,0,1,0,0,0.34612,2,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.959791,-87.759825,0,1,0,0,0.455749,3,1,0
345,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.784718,-122.178368,1,0,0,0,0.303264,21,1,0
267,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.933109,-87.714028,0,1,0,0,0.295375,3,1,0
438,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.528231,-77.415928,0,0,0,1,0.117483,14,3,0
286,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.757217,-87.562857,0,1,0,0,0.503988,0,1,0
303,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.574224,-77.517958,0,0,0,1,0.252396,15,6,2
288,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.952308,-87.760923,0,1,0,0,0.441595,0,1,0
322,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.959677,-87.708199,0,1,0,0,0.354772,0,1,0
285,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.677168,-87.625078,0,1,0,0,0.765344,1,1,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.95782,-87.760908,0,1,0,0,0.453636,0,1,0
581,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,37.804243,-122.262691,1,0,0,0,0.067387,26,2,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.810377,-87.71029,0,1,0,0,0.350325,1,1,0
306,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.945061,-87.825383,0,1,0,0,0.584795,0,1,0
377,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.546713,-77.413698,0,0,0,1,0.07192,10,2,0
331,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.976861,-87.842043,0,1,0,0,0.678972,2,1,0
286,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.765116,-87.589936,0,1,0,0,0.45303,2,1,0
339,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.576465,-77.436227,0,0,0,1,0.075882,6,2,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.702373,-87.536492,0,1,0,0,0.719875,0,1,0
390,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.54849,-77.581992,0,0,0,1,0.432304,10,2,0
580,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.518275,-77.498051,0,0,0,1,0.231744,8,2,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.806737,-87.669782,0,1,0,0,0.305312,0,1,0
283,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.755409,-87.562484,0,1,0,0,0.510601,0,1,0
473,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.552315,-77.448145,0,0,0,1,0.04048,15,3,0
283,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.676175,-87.625035,0,1,0,0,0.769026,1,1,0
504,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37.74787,-122.129328,1,0,0,0,0.496215,67,1,0
327,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.94112,-87.739561,0,1,0,0,0.36957,0,1,0
327,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.737295,-87.558391,0,1,0,0,0.577404,3,1,0
548,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,37.805679,-122.295884,1,0,0,0,0.092612,0,3,1
274,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.884037,-87.652062,0,1,0,0,0.060632,0,1,0
314,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.996026,-87.687383,0,1,0,0,0.445562,0,1,0
390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37.594639,-77.457398,0,0,0,1,0.157355,36,3,0
263,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.703304,-87.637868,0,1,0,0,0.66869,0,1,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.751915,-87.552605,0,1,0,0,0.533038,1,1,0
585,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.485277,-77.473669,0,0,0,1,0.285542,19,2,0
475,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.555839,-77.451505,0,0,0,1,0.04797,12,3,0
371,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.816294,-122.246855,1,0,0,0,0.073181,4,1,0
351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37.595332,-77.450573,0,0,0,1,0.152603,19,2,0
393,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.828435,-122.257831,1,0,0,0,0.047193,33,1,0
389,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,37.79148,-122.180351,1,0,0,0,0.287572,43,1,0
332,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.728096,-87.563327,0,1,0,0,0.605252,0,1,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.972229,-87.652748,0,1,0,0,0.334313,0,1,0
498,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.546341,-77.445394,0,0,0,1,0.046742,18,2,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.811274,-87.706512,0,1,0,0,0.341207,0,1,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.948566,-87.688308,0,1,0,0,0.289348,1,1,0
296,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.814869,-87.604487,0,1,0,0,0.264458,0,1,0
430,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,37.802342,-122.266055,1,0,0,0,0.071334,22,5,2
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.732825,-87.654466,0,1,0,0,0.562966,2,1,0
262,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.927146,-87.672111,0,1,0,0,0.198641,1,1,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.921513,-87.78078,0,1,0,0,0.438772,1,1,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.749437,-87.6064,0,1,0,0,0.501643,0,1,0
343,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.484943,-77.489299,0,0,0,1,0.307724,10,2,0
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.97273,-87.714708,0,1,0,0,0.404383,0,1,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.781301,-87.703203,0,1,0,0,0.429642,0,1,0
370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.555744,-77.46035,0,0,0,1,0.073962,1,2,0
299,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.917474,-87.698802,0,1,0,0,0.227311,0,1,0
309,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.894276,-87.678058,0,1,0,0,0.138105,1,1,0
301,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.927311,-87.73922,0,1,0,0,0.341815,0,1,0
328,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.965808,-87.686715,0,1,0,0,0.34231,2,1,0
304,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,41.269941,-72.896885,0,0,1,0,0.18797,3,2,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.988526,-87.802294,0,1,0,0,0.613687,0,1,0
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.928451,-87.699226,0,1,0,0,0.252932,0,1,0
485,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,37.558546,-77.503907,0,0,0,1,0.202157,25,2,0
303,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.906641,-87.726422,0,1,0,0,0.279122,0,1,0
417,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.592492,-77.452009,0,0,0,1,0.143977,50,3,0
350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.3233,-72.963919,0,0,1,0,0.104707,200,4,0
315,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.942255,-87.729033,0,1,0,0,0.348854,3,1,0
333,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.926664,-87.738059,0,1,0,0,0.337861,0,1,0
292,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.841906,-87.722045,0,1,0,0,0.2972,0,1,0
441,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.578107,-77.495919,0,0,0,1,0.196343,7,2,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.928316,-87.712202,0,1,0,0,0.280609,3,1,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.997243,-87.768053,0,1,0,0,0.567473,1,1,0
433,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,37.807653,-122.273372,1,0,0,0,0.050569,28,5,0
266,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.828265,-87.669122,0,1,0,0,0.231743,0,1,0
351,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.552953,-77.479786,0,0,0,1,0.131557,55,2,0
588,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37.553671,-77.477096,0,0,0,1,0.123468,24,2,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.836609,-87.725562,0,1,0,0,0.315931,0,1,0
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.940158,-87.705197,0,1,0,0,0.294657,1,1,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.865385,-87.625787,0,1,0,0,0.06863,0,1,0
315,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.898159,-87.699232,0,1,0,0,0.198221,0,1,0
419,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,41.924472,-87.74671,0,1,0,0,0.355544,26,2,1
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.853647,-87.695625,0,1,0,0,0.212263,0,1,0
306,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.015162,-87.682957,0,1,0,0,0.508867,0,1,0
297,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.717814,-87.57402,0,1,0,0,0.633796,0,1,0
465,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.522433,-77.487701,0,0,0,1,0.198277,27,3,0
392,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.552807,-77.474557,0,0,0,1,0.11631,11,2,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.875626,-87.629238,0,1,0,0,0.029728,2,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.697992,-87.62804,0,1,0,0,0.688058,0,1,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.744734,-87.545476,0,1,0,0,0.565376,0,1,0
428,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37.837115,-122.268884,1,0,0,0,0.059428,27,4,1
522,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.547186,-77.590531,0,0,0,1,0.457671,15,2,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.957525,-87.724516,0,1,0,0,0.377945,0,1,0
320,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.926953,-87.668996,0,1,0,0,0.193158,0,1,0
447,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37.838181,-122.275993,1,0,0,0,0.064657,49,5,3
479,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.567272,-77.435647,0,0,0,1,0.041769,17,2,0
448,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.54578,-77.475015,0,0,0,1,0.123042,77,7,1
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.850976,-87.696225,0,1,0,0,0.21899,0,1,0
315,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.814014,-87.704207,0,1,0,0,0.32929,1,1,0
441,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,37.576078,-77.460991,0,0,0,1,0.106223,13,2,0
385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37.558574,-77.537574,0,0,0,1,0.301012,25,2,0
259,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.844363,-87.716292,0,1,0,0,0.278896,0,1,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.92004,-87.785332,0,1,0,0,0.44902,0,1,0
318,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.91047,-87.751995,0,1,0,0,0.350722,0,1,0
301,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.544298,-77.413479,0,0,0,1,0.077144,14,2,0
296,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.952674,-87.654491,0,1,0,0,0.26464,0,1,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.677162,-87.627439,0,1,0,0,0.765276,3,1,0
320,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.716425,-87.566698,0,1,0,0,0.643996,1,1,0
496,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37.46488,-77.460922,0,0,0,1,0.346145,29,2,0
466,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.484146,-77.497883,0,0,0,1,0.323922,20,2,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.869863,-87.686128,0,1,0,0,0.162825,0,1,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.919035,-87.691015,0,1,0,0,0.213243,0,1,0
275,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.916926,-87.68093,0,1,0,0,0.186829,0,1,0
466,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.475395,-77.465289,0,0,0,1,0.311631,18,3,0
554,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.540725,-77.436048,0,0,0,1,0.056707,9,2,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.912598,-87.70573,0,1,0,0,0.234681,1,1,0
292,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.767526,-87.615307,0,1,0,0,0.432241,1,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.918132,-87.651604,0,1,0,0,0.141006,1,1,0
291,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.894196,-87.67088,0,1,0,0,0.119162,1,1,0
530,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37.5817,-77.449666,0,0,0,1,0.1043,40,6,0
314,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.800759,-87.689112,0,1,0,0,0.347682,1,1,0
529,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.796547,-122.211586,1,0,0,0,0.196668,25,2,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.719517,-87.595917,0,1,0,0,0.61554,0,1,0
274,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.91197,-87.804542,0,1,0,0,0.492611,0,1,0
277,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.958533,-87.75603,0,1,0,0,0.444656,50,1,0
357,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,37.516261,-77.493935,0,0,0,1,0.226992,4,2,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.902743,-87.717952,0,1,0,0,0.252549,0,1,0
298,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.731399,-87.589103,0,1,0,0,0.575466,0,1,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.905802,-87.762064,0,1,0,0,0.373266,2,1,0
502,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.552434,-77.4127,0,0,0,1,0.067375,12,2,0
282,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.009771,-87.682184,0,1,0,0,0.489127,1,1,0
287,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.842498,-87.718406,0,1,0,0,0.287498,0,1,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.859962,-87.712798,0,1,0,0,0.244521,0,1,0
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.790102,-87.76709,0,1,0,0,0.513097,0,1,0
259,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.937884,-87.749305,0,1,0,0,0.385449,3,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.857742,-87.669738,0,1,0,0,0.145505,0,1,0
490,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.495641,-77.440585,0,0,0,1,0.224317,12,2,0
282,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.899994,-87.714026,0,1,0,0,0.239392,1,1,0
309,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.998228,-87.657063,0,1,0,0,0.431248,1,1,0
446,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.509878,-77.463782,0,0,0,1,0.190533,12,2,0
314,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.998291,-87.81764,0,1,0,0,0.669326,1,1,0
325,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.72961,-87.585492,0,1,0,0,0.583993,1,1,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.955994,-87.760698,0,1,0,0,0.449104,0,1,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.778159,-87.693368,0,1,0,0,0.428174,0,1,0
295,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.909379,-87.765724,0,1,0,0,0.386175,0,1,0
314,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,37.500322,-77.444476,0,0,0,1,0.208205,17,2,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.677894,-87.634681,0,1,0,0,0.762633,1,1,0
474,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37.807377,-122.220014,1,0,0,0,0.158013,48,1,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.657338,-87.548369,0,1,0,0,0.868615,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.924063,-87.759539,0,1,0,0,0.387269,0,1,0
320,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.956752,-87.72363,0,1,0,0,0.374186,1,1,0
500,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.804364,-122.271114,1,0,0,0,0.06231,76,2,0
259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.815984,-122.278046,1,0,0,0,0.028054,2,4,0
329,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.879376,-87.755029,0,1,0,0,0.34512,2,1,0
403,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.50861,-77.51079,0,0,0,1,0.283292,19,2,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.987192,-87.770391,0,1,0,0,0.544981,0,1,0
301,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.666022,-87.639106,0,1,0,0,0.806916,0,1,0
441,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.541365,-77.467678,0,0,0,1,0.109845,33,5,0
287,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.863519,-87.728762,0,1,0,0,0.282318,0,1,0
262,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.944909,-87.771718,0,1,0,0,0.451867,1,1,0
262,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.797276,-87.792936,0,1,0,0,0.55192,0,1,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.000732,-87.669246,0,1,0,0,0.44729,0,1,0
280,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.322781,-72.964165,0,0,1,0,0.104813,13,2,0
545,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.514319,-77.497351,0,0,0,1,0.239306,28,3,2
363,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,37.583719,-77.461508,0,0,0,1,0.128572,17,2,0
287,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.920277,-87.680183,0,1,0,0,0.193781,1,1,0
298,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.732964,-87.607159,0,1,0,0,0.561995,0,1,0
285,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.950894,-87.647377,0,1,0,0,0.253861,1,1,0
310,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.774584,-87.609448,0,1,0,0,0.40815,1,1,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.925183,-87.665769,0,1,0,0,0.182797,0,1,0
279,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.965562,-87.72551,0,1,0,0,0.401841,0,1,0
270,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.792445,-87.776938,0,1,0,0,0.527858,0,1,0
314,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.551501,-77.465559,0,0,0,1,0.090815,17,3,1
261,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.972954,-87.717157,0,1,0,0,0.408988,0,1,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.997349,-87.765768,0,1,0,0,0.563564,0,1,0
281,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.715602,-87.673682,0,1,0,0,0.634301,1,1,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.939565,-87.678968,0,1,0,0,0.247321,0,1,0
